Flight_ID,Flight_Status,Aircraft_ID,Destination_Airport,Departure_Airport,Departure_Time,Arrival_Time
FO069,En Route,N3220,SYD,CVG,2024-04-06 09:39:47,2024-04-06 21:39:47
EH159,Cancelled,N9257,SYD,HOU,2024-04-05 09:24:03,2024-04-05 12:24:03
BJ775,En Route,N9071,SYD,LUX,2024-04-10 05:52:29,2024-04-10 07:52:29
ED422,Cancelled,N9333,SYD,MAD,2024-04-09 21:39:59,2024-04-09 23:39:59
LB240,Landed,N9740,MBS,SYD,2024-04-10 08:31:31,2024-04-10 09:31:31
CG278,En Route,N0846,SYD,ULN,2024-04-05 21:10:30,2024-04-06 01:10:30
NY713,Boarding,N3227,KGF,SYD,2024-04-10 14:36:18,2024-04-10 19:36:18
ZF084,Delayed,N3948,SYD,GMP,2024-04-11 08:33:43,2024-04-11 17:33:43
IB758,En Route,N3271,SYD,MUC,2024-04-10 13:49:30,2024-04-10 23:49:30
VX891,Delayed,N8092,SYD,CJJ,2024-04-06 08:41:58,2024-04-06 20:41:58
XO058,Landed,N4540,GSP,SYD,2024-04-05 17:01:06,2024-04-05 18:01:06
KP928,Landed,N2389,OSN,SYD,2024-04-08 22:29:09,2024-04-08 23:29:09
GS187,En Route,N7366,SYD,RSW,2024-04-08 05:12:57,2024-04-08 16:12:57
CF262,En Route,N8259,SYD,CGO,2024-04-10 00:43:42,2024-04-10 11:43:42
AV707,En Route,N3647,SYD,NCL,2024-04-05 06:21:53,2024-04-05 16:21:53
PF363,En Route,N6244,SYD,DUB,2024-04-10 17:05:46,2024-04-10 20:05:46
IQ106,En Route,N0378,SYD,HSV,2024-04-09 03:23:45,2024-04-09 04:23:45
YH446,Landed,N8883,DCA,SYD,2024-04-05 14:56:39,2024-04-05 15:56:39
WT865,Cancelled,N5114,SYD,DAR,2024-04-05 14:46:40,2024-04-05 23:46:40
RW433,Landed,N5575,UPG,SYD,2024-04-09 12:48:20,2024-04-09 13:48:20
BA315,Landed,N1569,SEA,SYD,2024-04-09 05:35:40,2024-04-09 09:35:40
RF164,Delayed,N1269,SYD,AGP,2024-04-04 22:48:06,2024-04-04 23:48:06
DP549,Landed,N0670,MLU,SYD,2024-04-07 19:28:10,2024-04-08 07:28:10
DM020,En Route,N1787,SYD,BRU,2024-04-09 19:24:29,2024-04-10 02:24:29
MY089,En Route,N5341,SYD,SIN,2024-04-07 14:32:46,2024-04-07 22:32:46
ZD457,En Route,N7328,SYD,SID,2024-04-10 00:30:36,2024-04-10 10:30:36
VU154,En Route,N4717,SYD,FAO,2024-04-09 16:56:55,2024-04-10 00:56:55
WU257,Boarding,N3682,ZNZ,SYD,2024-04-09 09:20:27,2024-04-09 14:20:27
KC090,En Route,N5270,SYD,MNL,2024-04-10 06:10:51,2024-04-10 16:10:51
VT471,En Route,N2758,SYD,ERI,2024-04-10 09:17:28,2024-04-10 19:17:28
JM547,En Route,N2538,SYD,KAN,2024-04-08 17:41:26,2024-04-09 00:41:26
LE394,Delayed,N5436,SYD,CVG,2024-04-06 23:28:46,2024-04-07 02:28:46
YI803,En Route,N3793,SYD,ISB,2024-04-08 04:34:37,2024-04-08 12:34:37
HQ989,Boarding,N3709,PIA,SYD,2024-04-06 01:47:23,2024-04-06 07:47:23
IQ899,En Route,N4074,SYD,VRN,2024-04-10 17:22:23,2024-04-11 02:22:23
VQ209,En Route,N6713,SYD,SUB,2024-04-06 19:13:31,2024-04-07 01:13:31
EY022,En Route,N8253,SYD,GRU,2024-04-06 09:18:16,2024-04-06 11:18:16
IM893,En Route,N0293,SYD,CJJ,2024-04-07 19:21:22,2024-04-08 07:21:22
WI068,Delayed,N7682,SYD,PFO,2024-04-05 00:02:49,2024-04-05 11:02:49
RK760,Delayed,N7628,GRV,SYD,2024-04-07 02:05:06,2024-04-07 14:05:06
UL361,En Route,N9871,SYD,SAN,2024-04-09 09:43:37,2024-04-09 16:43:37
LI684,En Route,N1592,SYD,CCU,2024-04-10 10:45:04,2024-04-10 18:45:04
ZG111,En Route,N3075,SYD,MDL,2024-04-04 18:50:32,2024-04-05 01:50:32
NQ538,En Route,N7159,SYD,LAS,2024-04-11 10:57:44,2024-04-11 15:57:44
VT242,En Route,N7042,SYD,BOD,2024-04-07 02:48:10,2024-04-07 13:48:10
KC642,Landed,N9021,MCT,SYD,2024-04-05 03:31:49,2024-04-05 13:31:49
LG319,En Route,N3108,SYD,TRD,2024-04-10 22:38:45,2024-04-11 08:38:45
IY066,Cancelled,N4693,EMA,SYD,2024-04-06 19:42:38,2024-04-07 03:42:38
TH434,Boarding,N1058,MSN,SYD,2024-04-10 07:52:43,2024-04-10 17:52:43
OR707,En Route,N9890,SYD,SUU,2024-04-08 23:39:50,2024-04-09 08:39:50
HK597,En Route,N7550,SYD,WDH,2024-04-11 06:22:09,2024-04-11 09:22:09
AT626,Cancelled,N4416,BKO,SYD,2024-04-09 19:39:49,2024-04-10 06:39:49
SN230,En Route,N5501,SYD,OKO,2024-04-07 12:46:51,2024-04-07 13:46:51
KW171,En Route,N5645,SYD,NKG,2024-04-08 00:08:27,2024-04-08 08:08:27
UW117,Boarding,N0872,FSZ,SYD,2024-04-05 19:03:03,2024-04-06 07:03:03
FV919,En Route,N6261,SYD,PVR,2024-04-09 11:42:34,2024-04-09 16:42:34
OM002,Boarding,N2687,MLA,SYD,2024-04-05 07:56:37,2024-04-05 10:56:37
CW113,Landed,N0444,VPS,SYD,2024-04-07 11:41:42,2024-04-07 14:41:42
KR462,En Route,N6539,SYD,MSP,2024-04-11 13:21:31,2024-04-11 19:21:31
EU750,En Route,N0926,SYD,TNR,2024-04-07 00:50:04,2024-04-07 12:50:04
DP764,En Route,N5785,SYD,BHD,2024-04-08 08:50:44,2024-04-08 09:50:44
ZC290,En Route,N1827,SYD,TFS,2024-04-08 13:07:12,2024-04-08 16:07:12
CR446,En Route,N0086,SYD,KUV,2024-04-10 01:51:54,2024-04-10 07:51:54
ED801,En Route,N7984,SYD,LUF,2024-04-08 23:11:36,2024-04-09 10:11:36
DF541,Boarding,N0315,BLA,SYD,2024-04-06 14:51:33,2024-04-06 15:51:33
PU607,En Route,N7382,SYD,MCF,2024-04-08 19:45:07,2024-04-09 00:45:07
MP820,Landed,N3576,STN,SYD,2024-04-06 20:58:55,2024-04-07 02:58:55
LI555,Cancelled,N8023,YOW,SYD,2024-04-09 22:44:44,2024-04-10 07:44:44
MU604,En Route,N8937,SYD,MHD,2024-04-06 00:48:47,2024-04-06 08:48:47
WY064,Landed,N6811,ADD,SYD,2024-04-07 16:08:58,2024-04-07 18:08:58
EH035,En Route,N0644,SYD,NGB,2024-04-07 00:34:55,2024-04-07 10:34:55
SV907,En Route,N9857,SYD,MBS,2024-04-08 00:28:51,2024-04-08 05:28:51
MI853,En Route,N9765,SYD,SLC,2024-04-08 01:44:03,2024-04-08 09:44:03
JX103,En Route,N9573,SYD,PER,2024-04-08 11:37:06,2024-04-08 21:37:06
WV143,En Route,N5663,SYD,BGO,2024-04-04 20:28:07,2024-04-05 01:28:07
PX893,Boarding,N1294,WMI,SYD,2024-04-05 02:06:30,2024-04-05 07:06:30
WQ561,En Route,N2424,SYD,ZRH,2024-04-06 13:09:21,2024-04-06 14:09:21
NU307,Boarding,N1145,SNN,SYD,2024-04-06 05:45:53,2024-04-06 11:45:53
YQ733,Boarding,N2083,SMF,SYD,2024-04-08 18:28:15,2024-04-09 03:28:15
TL685,En Route,N2553,SYD,DSM,2024-04-07 15:40:07,2024-04-08 01:40:07
LC985,Delayed,N4292,SYD,MAD,2024-04-10 17:46:31,2024-04-11 05:46:31
LX651,Boarding,N6873,LLA,SYD,2024-04-08 09:52:26,2024-04-08 21:52:26
YM828,Landed,N2311,JAX,SYD,2024-04-09 21:07:54,2024-04-10 04:07:54
VK069,Landed,N6682,DWC,SYD,2024-04-08 22:27:07,2024-04-09 04:27:07
CP916,Cancelled,N3222,SYD,FKB,2024-04-04 18:25:36,2024-04-04 20:25:36
WQ675,En Route,N7150,SYD,LIM,2024-04-09 22:50:53,2024-04-10 06:50:53
UJ870,En Route,N4579,SYD,CMN,2024-04-06 17:35:21,2024-04-07 03:35:21
NM232,En Route,N3591,SYD,HRB,2024-04-07 03:59:59,2024-04-07 14:59:59
KK328,Boarding,N5761,BLV,SYD,2024-04-07 05:51:11,2024-04-07 11:51:11
XE753,En Route,N7257,SYD,BNA,2024-04-06 20:06:03,2024-04-06 22:06:03
RU055,En Route,N5823,SYD,HKT,2024-04-10 09:48:41,2024-04-10 12:48:41
HC686,En Route,N5918,SYD,GOI,2024-04-08 19:21:40,2024-04-09 03:21:40
XV050,Landed,N6978,DLC,SYD,2024-04-04 19:30:30,2024-04-05 07:30:30
JP750,Landed,N4194,PAM,SYD,2024-04-06 11:42:50,2024-04-06 17:42:50
NR003,En Route,N6235,SYD,KHV,2024-04-10 00:35:10,2024-04-10 07:35:10
CO912,Landed,N1216,TBZ,SYD,2024-04-05 01:31:26,2024-04-05 12:31:26
NO948,Landed,N2542,SCL,SYD,2024-04-08 13:19:58,2024-04-08 20:19:58
UP652,Landed,N7783,FCO,SYD,2024-04-06 09:46:10,2024-04-06 19:46:10
VL669,Boarding,N5930,LCK,SYD,2024-04-10 03:26:16,2024-04-10 05:26:16
QU126,En Route,N7143,SYD,PDL,2024-04-07 10:53:43,2024-04-07 20:53:43
MU938,Delayed,N0459,SYD,SGN,2024-04-07 08:12:52,2024-04-07 14:12:52
FN117,Boarding,N4144,NIM,SYD,2024-04-06 20:26:19,2024-04-07 01:26:19
QF893,Landed,N3514,LCK,SYD,2024-04-08 01:24:03,2024-04-08 09:24:03
VQ075,Landed,N6965,AFW,SYD,2024-04-05 03:00:00,2024-04-05 05:00:00
ZN550,Landed,N4833,ROC,SYD,2024-04-07 13:01:50,2024-04-07 20:01:50
CZ123,En Route,N7768,SYD,OMA,2024-04-08 06:03:11,2024-04-08 17:03:11
PU973,Delayed,N4963,ADL,SYD,2024-04-06 20:57:22,2024-04-07 01:57:22
EE532,Boarding,N4839,CGK,SYD,2024-04-06 11:46:52,2024-04-06 14:46:52
JF479,Cancelled,N3466,SYD,CUZ,2024-04-09 03:04:16,2024-04-09 10:04:16
NC570,En Route,N8278,SYD,SBN,2024-04-05 21:05:16,2024-04-06 01:05:16
UZ517,En Route,N7445,SYD,MGM,2024-04-09 18:58:40,2024-04-09 23:58:40
EX672,Delayed,N9419,SYD,HEL,2024-04-06 21:20:48,2024-04-07 09:20:48
SM234,En Route,N9647,SYD,ZNZ,2024-04-08 09:48:48,2024-04-08 21:48:48
IT094,Delayed,N1220,BTS,SYD,2024-04-06 01:49:41,2024-04-06 02:49:41
AE315,Landed,N9096,NAY,SYD,2024-04-05 12:44:56,2024-04-05 22:44:56
ZY966,En Route,N9687,SYD,CGH,2024-04-07 14:09:34,2024-04-07 18:09:34
CE340,Landed,N6001,SHA,SYD,2024-04-06 10:52:01,2024-04-06 20:52:01
NR642,En Route,N1466,SYD,VCE,2024-04-08 04:18:53,2024-04-08 15:18:53
NO843,Cancelled,N3163,SYD,RUH,2024-04-10 01:52:20,2024-04-10 03:52:20
BB049,En Route,N2421,SYD,SVX,2024-04-06 11:27:18,2024-04-06 20:27:18
US986,En Route,N3292,SYD,AKT,2024-04-07 03:05:23,2024-04-07 05:05:23
TX264,En Route,N8155,SYD,SYZ,2024-04-06 18:35:59,2024-04-07 06:35:59
XF829,Landed,N1689,SPS,SYD,2024-04-10 23:55:56,2024-04-11 09:55:56
MM360,En Route,N8268,SYD,MGM,2024-04-11 16:21:41,2024-04-11 21:21:41
PG936,Delayed,N8549,PVD,SYD,2024-04-06 20:08:25,2024-04-06 22:08:25
NS722,Landed,N8857,GMP,SYD,2024-04-11 05:54:40,2024-04-11 09:54:40
FC072,Landed,N9678,LCK,SYD,2024-04-08 06:25:22,2024-04-08 08:25:22
HU043,En Route,N2696,SYD,DBQ,2024-04-11 05:07:27,2024-04-11 07:07:27
DE921,Boarding,N0429,HGH,SYD,2024-04-08 05:23:39,2024-04-08 17:23:39
VM267,Delayed,N3697,STN,SYD,2024-04-06 06:48:52,2024-04-06 08:48:52
AN894,En Route,N2184,SYD,AGS,2024-04-07 06:50:27,2024-04-07 12:50:27
XG534,Boarding,N3394,VAR,SYD,2024-04-08 04:03:54,2024-04-08 09:03:54
XJ821,Landed,N7286,AGS,SYD,2024-04-06 07:38:36,2024-04-06 10:38:36
EY946,En Route,N6419,SYD,HRI,2024-04-10 07:33:51,2024-04-10 12:33:51
RF310,Boarding,N2201,BLV,SYD,2024-04-08 11:33:59,2024-04-08 18:33:59
IC951,Boarding,N5186,MDW,SYD,2024-04-10 13:14:39,2024-04-10 16:14:39
EO017,Boarding,N0963,CMN,SYD,2024-04-11 06:45:26,2024-04-11 16:45:26
ZY904,Delayed,N5547,SYD,TNA,2024-04-06 10:35:31,2024-04-06 22:35:31
EL479,En Route,N3029,SYD,KOJ,2024-04-07 11:43:07,2024-04-07 16:43:07
ZH854,Landed,N5650,DLH,SYD,2024-04-05 10:54:10,2024-04-05 16:54:10
SL446,Landed,N6812,BLV,SYD,2024-04-09 22:53:54,2024-04-10 05:53:54
FM143,En Route,N5148,SYD,FAI,2024-04-10 13:04:48,2024-04-10 15:04:48
UL889,En Route,N4709,SYD,LPA,2024-04-10 23:29:13,2024-04-11 03:29:13
US349,En Route,N7274,SYD,BOJ,2024-04-09 17:40:51,2024-04-10 04:40:51
YM625,En Route,N9162,SYD,VNO,2024-04-10 02:04:54,2024-04-10 11:04:54
YQ267,En Route,N2889,SYD,ESB,2024-04-11 13:24:29,2024-04-11 23:24:29
YT867,En Route,N1133,SYD,BOH,2024-04-07 23:59:57,2024-04-08 03:59:57
MO541,En Route,N3860,SYD,FUK,2024-04-08 22:14:07,2024-04-09 08:14:07
LU026,Delayed,N1745,SYD,SNN,2024-04-10 18:32:28,2024-04-11 01:32:28
ZD302,Boarding,N0279,DJJ,SYD,2024-04-10 06:39:54,2024-04-10 16:39:54
LJ481,Landed,N0041,ISE,SYD,2024-04-06 23:46:12,2024-04-07 07:46:12
PM772,En Route,N6041,SYD,ALA,2024-04-06 05:05:57,2024-04-06 15:05:57
YY516,Landed,N8468,KIX,SYD,2024-04-09 11:26:55,2024-04-09 18:26:55
CY205,En Route,N3638,SYD,LUN,2024-04-11 12:58:37,2024-04-11 17:58:37
XW611,Landed,N2341,LIT,SYD,2024-04-07 16:57:58,2024-04-07 22:57:58
MI484,En Route,N3857,SYD,HKG,2024-04-09 10:49:11,2024-04-09 12:49:11
PK513,Cancelled,N5911,SYD,NKC,2024-04-05 11:19:09,2024-04-05 17:19:09
QM711,Landed,N4864,MCT,SYD,2024-04-08 02:52:49,2024-04-08 11:52:49
WY711,Boarding,N8304,MHT,SYD,2024-04-04 21:22:10,2024-04-05 06:22:10
IZ191,Boarding,N2372,LTN,SYD,2024-04-10 05:17:10,2024-04-10 06:17:10
XX627,En Route,N7133,SYD,RGN,2024-04-06 05:32:19,2024-04-06 10:32:19
LQ375,Delayed,N7446,SYD,VPS,2024-04-10 02:14:27,2024-04-10 06:14:27
HG412,En Route,N8051,SYD,LIR,2024-04-05 23:09:47,2024-04-06 04:09:47
GE582,En Route,N0831,SYD,STR,2024-04-06 22:09:48,2024-04-07 06:09:48
YG974,Landed,N1834,LEJ,SYD,2024-04-09 08:56:22,2024-04-09 19:56:22
CE742,En Route,N2179,SYD,AMS,2024-04-08 08:52:14,2024-04-08 17:52:14
IT206,Boarding,N7804,RNO,SYD,2024-04-09 04:58:36,2024-04-09 08:58:36
NJ904,En Route,N6832,SYD,SZX,2024-04-10 22:16:17,2024-04-11 05:16:17
TZ265,En Route,N4320,SYD,BOH,2024-04-09 23:33:18,2024-04-10 04:33:18
XF397,Boarding,N4834,SKT,SYD,2024-04-06 08:18:36,2024-04-06 11:18:36
ZF986,Boarding,N7381,TOL,SYD,2024-04-05 17:14:59,2024-04-05 20:14:59
LY705,En Route,N0300,SYD,HYD,2024-04-06 23:54:05,2024-04-07 04:54:05
SK565,En Route,N6761,SYD,CUN,2024-04-06 02:12:15,2024-04-06 10:12:15
IA635,Delayed,N0277,SYD,LJU,2024-04-09 19:35:59,2024-04-09 21:35:59
DQ568,Landed,N9576,HOU,SYD,2024-04-06 16:42:46,2024-04-06 17:42:46
KF389,En Route,N3712,SYD,NBE,2024-04-07 17:27:22,2024-04-08 02:27:22
KB699,Landed,N9030,RAR,SYD,2024-04-05 23:12:12,2024-04-06 05:12:12
SJ731,Landed,N9776,BEG,SYD,2024-04-09 18:36:10,2024-04-09 22:36:10
SS653,Boarding,N5657,GRJ,SYD,2024-04-07 22:45:16,2024-04-08 05:45:16
GT950,En Route,N5011,SYD,URC,2024-04-09 19:24:49,2024-04-09 21:24:49
OB960,Boarding,N3319,YWG,SYD,2024-04-11 10:00:44,2024-04-11 17:00:44
FI358,En Route,N1086,SYD,TFN,2024-04-09 17:16:52,2024-04-10 00:16:52
XD722,Boarding,N0464,BJV,SYD,2024-04-04 18:03:48,2024-04-04 20:03:48
ZA993,Boarding,N3068,TRN,SYD,2024-04-11 11:09:35,2024-04-11 15:09:35
XN249,Delayed,N0754,MNL,SYD,2024-04-06 17:25:03,2024-04-07 03:25:03
LG943,En Route,N2780,SYD,FUK,2024-04-09 14:25:24,2024-04-09 20:25:24
TH808,En Route,N6023,SYD,JUB,2024-04-06 05:45:53,2024-04-06 09:45:53
OD756,Landed,N7435,TLH,SYD,2024-04-09 13:23:25,2024-04-09 16:23:25
SF886,En Route,N7597,SYD,BAD,2024-04-08 03:57:12,2024-04-08 10:57:12
DN009,En Route,N3504,SYD,PHL,2024-04-06 20:17:15,2024-04-07 06:17:15
WH452,En Route,N3831,SYD,NCL,2024-04-06 07:47:47,2024-04-06 18:47:47
NF083,En Route,N7811,SYD,BZE,2024-04-11 06:46:30,2024-04-11 12:46:30
ZG278,En Route,N8817,SYD,ONT,2024-04-06 18:24:32,2024-04-06 21:24:32
TF385,Cancelled,N0264,PAM,SYD,2024-04-10 10:58:12,2024-04-10 20:58:12
ZK951,Boarding,N5936,CCS,SYD,2024-04-09 17:24:36,2024-04-10 03:24:36
IZ184,En Route,N3526,SYD,BFS,2024-04-10 01:28:21,2024-04-10 12:28:21
UO656,Boarding,N4502,TZX,SYD,2024-04-06 13:39:24,2024-04-06 15:39:24
NS270,En Route,N0289,SYD,MFM,2024-04-05 01:59:07,2024-04-05 05:59:07
FP764,En Route,N9148,SYD,OSL,2024-04-08 04:19:52,2024-04-08 11:19:52
JP618,Delayed,N6282,POM,SYD,2024-04-10 10:18:51,2024-04-10 12:18:51
VR248,Boarding,N9642,VVI,SYD,2024-04-10 04:52:53,2024-04-10 12:52:53
DH207,Delayed,N2192,LTS,SYD,2024-04-06 20:30:02,2024-04-06 22:30:02
TA311,En Route,N8008,SYD,OKO,2024-04-05 08:30:49,2024-04-05 18:30:49
UJ805,Boarding,N0406,OKO,SYD,2024-04-08 21:39:55,2024-04-09 06:39:55
EE649,En Route,N5075,SYD,MED,2024-04-06 12:07:17,2024-04-06 14:07:17
MH352,En Route,N4990,SYD,DUR,2024-04-08 04:00:23,2024-04-08 06:00:23
LK016,Delayed,N0793,CVG,SYD,2024-04-09 19:33:09,2024-04-10 06:33:09
XW280,En Route,N3211,SYD,ACC,2024-04-07 09:18:53,2024-04-07 19:18:53
TD462,Boarding,N1953,BIL,SYD,2024-04-04 18:47:03,2024-04-04 19:47:03
CC530,En Route,N6837,SYD,TRI,2024-04-07 10:24:25,2024-04-07 22:24:25
HL226,Boarding,N1501,HSV,SYD,2024-04-06 14:53:09,2024-04-06 20:53:09
BY343,Cancelled,N6994,SYD,NIM,2024-04-05 05:14:56,2024-04-05 13:14:56
TU372,Landed,N6067,JAX,SYD,2024-04-08 01:56:33,2024-04-08 07:56:33
XR967,En Route,N7996,SYD,OKO,2024-04-11 03:11:14,2024-04-11 11:11:14
LR494,En Route,N8521,SYD,CWB,2024-04-07 15:25:27,2024-04-08 01:25:27
BN951,Landed,N7169,OSN,SYD,2024-04-04 21:38:12,2024-04-04 22:38:12
XH717,En Route,N8936,SYD,DWC,2024-04-06 21:18:32,2024-04-06 23:18:32
DJ918,Boarding,N3506,ADD,SYD,2024-04-10 14:00:50,2024-04-11 01:00:50
HT379,Cancelled,N2673,TAS,SYD,2024-04-04 19:55:05,2024-04-04 22:55:05
ZT824,En Route,N1581,SYD,PKX,2024-04-10 09:08:01,2024-04-10 20:08:01
QJ008,Delayed,N9773,SYD,LCA,2024-04-08 17:11:49,2024-04-08 21:11:49
SY694,Landed,N7879,ADD,SYD,2024-04-10 04:30:38,2024-04-10 14:30:38
XI591,En Route,N1663,SYD,IKA,2024-04-10 03:43:06,2024-04-10 10:43:06
IS270,En Route,N3829,SYD,FRU,2024-04-07 17:24:37,2024-04-08 01:24:37
CY739,En Route,N5179,SYD,NRT,2024-04-04 22:01:45,2024-04-05 02:01:45
ZY018,Boarding,N0550,SYZ,SYD,2024-04-11 11:47:17,2024-04-11 21:47:17
ZV518,Boarding,N8759,TRI,SYD,2024-04-11 14:31:30,2024-04-11 19:31:30
HF284,Cancelled,N4106,DAR,SYD,2024-04-08 08:16:44,2024-04-08 14:16:44
QB599,Boarding,N8677,SXF,SYD,2024-04-04 20:18:17,2024-04-05 02:18:17
SJ569,Boarding,N9092,WRB,SYD,2024-04-04 19:35:36,2024-04-05 00:35:36
YY002,Cancelled,N4618,SYD,CBM,2024-04-09 10:26:42,2024-04-09 11:26:42
UQ124,En Route,N6196,SYD,HAK,2024-04-10 03:40:20,2024-04-10 10:40:20
RF433,En Route,N0033,SYD,MLA,2024-04-06 20:12:44,2024-04-06 23:12:44
QE650,Delayed,N4879,OKA,SYD,2024-04-09 23:55:37,2024-04-10 05:55:37
FN770,En Route,N6088,SYD,BIL,2024-04-05 19:38:53,2024-04-06 03:38:53
NE234,Delayed,N3414,SYD,PDL,2024-04-07 01:50:05,2024-04-07 13:50:05
RD244,En Route,N3775,SYD,RIC,2024-04-06 19:21:11,2024-04-07 02:21:11
DT313,Cancelled,N7741,SAN,SYD,2024-04-05 20:24:50,2024-04-06 08:24:50
ZG703,Boarding,N0669,CDG,SYD,2024-04-10 20:31:49,2024-04-11 05:31:49
FK286,Delayed,N4133,SYD,PEK,2024-04-08 05:23:42,2024-04-08 14:23:42
BV083,Landed,N5869,HMN,SYD,2024-04-08 22:23:30,2024-04-09 04:23:30
BB296,En Route,N8796,SYD,ZRH,2024-04-05 19:21:48,2024-04-06 03:21:48
RD063,En Route,N5534,SYD,RND,2024-04-10 06:01:31,2024-04-10 15:01:31
OA403,En Route,N4885,SYD,HAN,2024-04-06 07:01:46,2024-04-06 12:01:46
QO597,Boarding,N5797,HYD,SYD,2024-04-04 18:58:19,2024-04-05 06:58:19
VN591,En Route,N0221,SYD,MWX,2024-04-07 21:24:52,2024-04-08 03:24:52
CL924,En Route,N4823,SYD,YEG,2024-04-05 21:44:12,2024-04-06 01:44:12
GT097,En Route,N5130,SYD,CVG,2024-04-05 03:51:24,2024-04-05 09:51:24
UE166,En Route,N1331,SYD,TIA,2024-04-05 14:30:13,2024-04-06 01:30:13
RZ033,En Route,N2012,SYD,MMX,2024-04-09 07:04:43,2024-04-09 14:04:43
MY348,Delayed,N1546,SYD,LIM,2024-04-07 17:45:54,2024-04-08 01:45:54
XG030,Landed,N7105,CID,SYD,2024-04-08 06:40:12,2024-04-08 15:40:12
QE727,Landed,N9260,MRU,SYD,2024-04-07 21:24:01,2024-04-08 00:24:01
BU118,En Route,N3492,SYD,CJJ,2024-04-10 19:41:59,2024-04-10 22:41:59
BG613,Delayed,N9958,SYD,PAM,2024-04-08 23:04:44,2024-04-09 06:04:44
RB796,En Route,N2334,SYD,ROC,2024-04-07 16:19:10,2024-04-07 21:19:10
TA687,Boarding,N1725,YNT,SYD,2024-04-07 15:30:30,2024-04-07 20:30:30
TQ057,En Route,N0013,SYD,POZ,2024-04-07 10:57:15,2024-04-07 20:57:15
OU655,En Route,N1826,SYD,GLA,2024-04-10 10:56:52,2024-04-10 22:56:52
BL738,En Route,N7896,SYD,BLV,2024-04-09 12:05:56,2024-04-09 16:05:56
FB669,En Route,N1214,SYD,TIJ,2024-04-04 22:38:50,2024-04-04 23:38:50
RR254,Boarding,N0545,BEY,SYD,2024-04-07 01:40:07,2024-04-07 02:40:07
JF717,En Route,N2200,SYD,NGB,2024-04-09 12:32:43,2024-04-09 16:32:43
JJ431,En Route,N8888,SYD,CMH,2024-04-08 18:42:12,2024-04-08 23:42:12
ZE248,Landed,N5615,ORF,SYD,2024-04-09 12:56:26,2024-04-09 17:56:26
PP934,Landed,N1188,FSZ,SYD,2024-04-09 14:49:52,2024-04-09 15:49:52
GN619,Delayed,N7228,NBO,SYD,2024-04-07 01:46:53,2024-04-07 04:46:53
GF194,Landed,N3186,SYR,SYD,2024-04-10 15:57:17,2024-04-11 03:57:17
WJ430,En Route,N5317,SYD,DAD,2024-04-10 07:50:05,2024-04-10 19:50:05
FC111,Landed,N5345,DUB,SYD,2024-04-09 02:17:27,2024-04-09 13:17:27
EB874,En Route,N2969,SYD,SJC,2024-04-05 10:35:22,2024-04-05 11:35:22
WA191,Boarding,N0703,YYC,SYD,2024-04-05 08:42:40,2024-04-05 13:42:40
HO661,En Route,N0752,SYD,MDW,2024-04-10 14:34:51,2024-04-10 16:34:51
BD058,Landed,N1273,ISB,SYD,2024-04-06 06:05:04,2024-04-06 14:05:04
UT230,Landed,N6685,UIO,SYD,2024-04-11 15:57:57,2024-04-11 18:57:57
PQ335,Landed,N1536,NGB,SYD,2024-04-07 18:58:32,2024-04-07 20:58:32
WE059,Landed,N3691,BTS,SYD,2024-04-10 09:20:52,2024-04-10 12:20:52
BW904,Delayed,N5010,SYD,GEG,2024-04-06 02:56:53,2024-04-06 07:56:53
HF673,En Route,N5078,SYD,AGP,2024-04-11 14:16:19,2024-04-12 02:16:19
RF262,Boarding,N8497,SKP,SYD,2024-04-06 07:36:53,2024-04-06 16:36:53
YO478,Boarding,N5266,FWA,SYD,2024-04-04 22:38:37,2024-04-05 01:38:37
BU283,Boarding,N5405,DYS,SYD,2024-04-11 08:58:28,2024-04-11 17:58:28
AB345,En Route,N7797,SYD,MDW,2024-04-11 16:30:21,2024-04-12 03:30:21
QW111,En Route,N8645,SYD,ROC,2024-04-04 21:00:09,2024-04-05 09:00:09
GE571,Delayed,N2353,KWI,SYD,2024-04-07 23:33:08,2024-04-08 07:33:08
AP615,En Route,N5837,SYD,SIN,2024-04-05 09:25:41,2024-04-05 19:25:41
ZZ714,Boarding,N4598,FFD,SYD,2024-04-05 19:51:57,2024-04-05 20:51:57
SN408,En Route,N2581,SYD,TYN,2024-04-09 12:51:11,2024-04-09 18:51:11
WJ247,Landed,N7345,MLE,SYD,2024-04-10 16:20:59,2024-04-11 00:20:59
YS106,En Route,N9919,SYD,KGF,2024-04-07 00:52:49,2024-04-07 05:52:49
MX073,Landed,N2236,NAP,SYD,2024-04-06 22:17:29,2024-04-07 07:17:29
HR560,En Route,N5335,SYD,DQM,2024-04-10 17:37:41,2024-04-10 19:37:41
AP361,Delayed,N6922,SYD,MAO,2024-04-06 11:16:48,2024-04-06 21:16:48
JU006,Landed,N4336,DLH,SYD,2024-04-09 12:52:29,2024-04-09 21:52:29
KE508,En Route,N6470,SYD,SUX,2024-04-05 19:58:53,2024-04-06 00:58:53
ZY011,Landed,N2150,MKE,SYD,2024-04-08 01:04:48,2024-04-08 07:04:48
ED728,En Route,N9044,SYD,LFI,2024-04-07 20:03:03,2024-04-08 03:03:03
US392,En Route,N2014,SYD,PPT,2024-04-08 12:29:58,2024-04-08 18:29:58
SQ533,Cancelled,N7241,SYD,LCA,2024-04-05 07:26:33,2024-04-05 16:26:33
