Aircraft_ID,Airline_Name,Model_ID,Manufactured_Date
AC00915,Southwest Airlines,Airbus A220-300,1995-09-05
AC00916,Southwest Airlines,Boeing 737 MAX 8,2018-12-18
AC00917,Southwest Airlines,Airbus A380-800,2014-04-21
AC00918,Southwest Airlines,Boeing 737 MAX 8,2021-03-24
AC00919,Southwest Airlines,Airbus A330-300,2005-02-17
AC00920,Southwest Airlines,Airbus A320-200,2017-09-26
AC00921,Southwest Airlines,Boeing 737-800,1997-08-15
AC00922,Southwest Airlines,Boeing 737-800,2017-05-29
AC00923,Southwest Airlines,Boeing 787-9 Dreamliner,2003-04-28
AC00924,Southwest Airlines,Airbus A350-900,2022-06-08
AC00925,Southwest Airlines,Airbus A220-300,2016-03-10
AC00926,Southwest Airlines,Boeing 737-800,1998-11-10
AC00927,Southwest Airlines,Boeing 737 MAX 8,2021-08-23
AC00928,Ryanair,Airbus A350-900,2010-05-02
AC00929,Ryanair,Boeing 777-300ER,2011-12-28
AC00930,Ryanair,Boeing 747-400,2007-10-12
AC00931,Ryanair,Boeing 737-800,2000-06-30
AC00932,Ryanair,Airbus A350-900,2020-03-11
AC00933,Ryanair,Boeing 747-400,2010-08-22
AC00934,Ryanair,Airbus A380-800,2008-11-27
AC00935,Ryanair,Airbus A320-200,1997-06-08
AC00936,Ryanair,Boeing 777-300ER,2018-07-01
AC00937,Ryanair,Boeing 777-300ER,1999-05-26
AC00938,Ryanair,Airbus A350-900,2021-02-18
AC00939,Ryanair,Airbus A330-300,2007-06-04
AC00940,Ryanair,Boeing 777-300ER,2019-05-20
AC00941,Ryanair,Boeing 787-9 Dreamliner,2001-08-26
AC00942,Ryanair,Airbus A320-200,1998-11-10
AC00943,Ryanair,Airbus A330-300,1995-01-20
AC00944,Ryanair,Boeing 737 MAX 8,1995-04-10
AC00945,Ryanair,Airbus A380-800,2000-05-03
AC00946,Ryanair,Airbus A380-800,2009-01-13
AC00947,Ryanair,Boeing 747-400,2004-02-26
AC00948,Ryanair,Airbus A220-300,2017-02-14
AC00949,Ryanair,Boeing 787-9 Dreamliner,1995-09-15
AC00950,Ryanair,Airbus A320-200,2014-05-11
AC00951,Ryanair,Airbus A220-300,1999-05-18
AC00952,Ryanair,Boeing 737-800,2010-11-08
AC00953,Ryanair,Airbus A220-300,2013-02-04
AC00954,Ryanair,Boeing 787-9 Dreamliner,2019-05-09
AC00955,Ryanair,Airbus A220-300,2006-10-01
AC00956,Ryanair,Airbus A350-900,2011-03-01
AC00957,Ryanair,Airbus A330-300,1996-05-06
AC00958,Ryanair,Airbus A320-200,1999-12-12
AC00959,Ryanair,Airbus A220-300,2009-04-07
AC00960,Ryanair,Airbus A330-300,2001-03-04
AC00961,Ryanair,Boeing 737 MAX 8,2008-04-08
AC00962,Ryanair,Boeing 777-300ER,2015-11-12
AC00963,Ryanair,Airbus A320-200,2013-04-11
AC00964,Ryanair,Boeing 787-9 Dreamliner,1995-01-13
AC00965,Ryanair,Boeing 787-9 Dreamliner,2002-07-26
AC00966,Ryanair,Boeing 737-800,2017-05-28
AC00967,Ryanair,Boeing 787-9 Dreamliner,2001-07-14
AC00968,Ryanair,Airbus A220-300,2001-04-28
AC00969,Ryanair,Airbus A220-300,2022-11-30
AC00970,Ryanair,Boeing 737-800,2021-12-12
AC00971,Ryanair,Boeing 787-9 Dreamliner,2019-12-19
AC00972,Ryanair,Boeing 787-9 Dreamliner,1999-06-25
AC00973,Ryanair,Airbus A350-900,1998-09-20
AC00974,Ryanair,Airbus A320-200,2020-12-28
AC00975,Ryanair,Boeing 737-800,2018-04-16
AC00976,Ryanair,Boeing 777-300ER,1997-07-24
AC00977,Ryanair,Airbus A330-300,2017-01-28
AC00978,Ryanair,Airbus A220-300,2002-08-08
AC00979,Ryanair,Boeing 777-300ER,2017-10-13
AC00980,Ryanair,Boeing 787-9 Dreamliner,1999-06-18
AC00981,Ryanair,Airbus A220-300,2005-08-17
AC00982,Ryanair,Boeing 777-300ER,2008-09-09
AC00983,Ryanair,Airbus A330-300,2005-08-06
AC00984,Ryanair,Airbus A380-800,2015-02-02
AC00985,Ryanair,Airbus A330-300,1996-07-07
AC00986,Ryanair,Airbus A350-900,2014-10-12
AC00987,Ryanair,Boeing 747-400,2000-10-20
AC00988,Ryanair,Boeing 787-9 Dreamliner,2009-11-24
AC00989,Ryanair,Airbus A330-300,1999-06-02
AC00990,Ryanair,Airbus A350-900,1997-09-19
AC00991,Ryanair,Boeing 737-800,2018-12-24
AC00992,Ryanair,Boeing 777-300ER,2013-02-15
AC00993,Ryanair,Boeing 787-9 Dreamliner,2014-05-05
AC00994,Ryanair,Boeing 737 MAX 8,2017-05-12
AC00995,Ryanair,Boeing 747-400,2017-11-05
AC00996,Ryanair,Boeing 737-800,2017-07-22
AC00997,Ryanair,Airbus A380-800,2007-08-21
AC00998,Ryanair,Airbus A330-300,2006-08-29
AC00999,Ryanair,Airbus A380-800,2005-08-12
AC01000,Ryanair,Boeing 747-400,2011-09-22
AC01001,Ryanair,Boeing 787-9 Dreamliner,2019-07-17
AC01002,Ryanair,Airbus A380-800,2017-10-14
AC01003,Ryanair,Airbus A220-300,2001-02-14
AC01004,Ryanair,Airbus A220-300,2011-01-24
AC01005,Ryanair,Boeing 747-400,2019-03-02
AC01006,Ryanair,Airbus A220-300,1995-05-17
AC01007,Ryanair,Boeing 747-400,2011-05-29
AC01008,Ryanair,Boeing 787-9 Dreamliner,2004-12-22
AC01009,Ryanair,Airbus A220-300,2004-11-28
AC01010,Ryanair,Airbus A320-200,2012-07-03
AC01011,Ryanair,Boeing 777-300ER,1995-06-01
AC01012,Ryanair,Airbus A380-800,2014-09-05
AC01013,Ryanair,Boeing 787-9 Dreamliner,2017-01-02
AC01014,Ryanair,Boeing 777-300ER,2022-07-10
AC01015,Ryanair,Boeing 737 MAX 8,2019-06-26
AC01016,Ryanair,Airbus A330-300,2003-10-29
AC01017,Ryanair,Boeing 777-300ER,2006-09-02
AC01018,Ryanair,Airbus A330-300,2020-10-09
AC01019,Ryanair,Airbus A380-800,1999-02-28
AC01020,Ryanair,Airbus A350-900,2014-06-26
AC01021,Ryanair,Airbus A380-800,2010-04-12
AC01022,Ryanair,Boeing 787-9 Dreamliner,1995-04-22
AC01023,Ryanair,Airbus A380-800,2010-10-06
AC01024,Ryanair,Boeing 737 MAX 8,1996-10-12
AC01025,Ryanair,Boeing 777-300ER,2021-01-26
AC01026,Ryanair,Airbus A320-200,2010-07-13
AC01027,Ryanair,Boeing 787-9 Dreamliner,2014-11-09
AC01028,Ryanair,Boeing 777-300ER,2005-04-24
AC01029,Ryanair,Boeing 737 MAX 8,2020-09-13
AC01030,Ryanair,Boeing 747-400,1996-01-02
AC01031,Ryanair,Boeing 787-9 Dreamliner,1998-07-26
AC01032,Ryanair,Boeing 737 MAX 8,2011-10-04
AC01033,Ryanair,Airbus A320-200,1995-06-19
AC01034,Ryanair,Boeing 747-400,2009-10-13
AC01035,Ryanair,Airbus A330-300,2008-03-16
AC01036,Ryanair,Boeing 747-400,2002-09-01
AC01037,Ryanair,Airbus A380-800,2015-07-12
AC01038,Ryanair,Boeing 737 MAX 8,2009-11-04
AC01039,Ryanair,Boeing 737-800,2022-09-05
AC01040,Ryanair,Airbus A380-800,2002-08-17
AC01041,Ryanair,Airbus A330-300,2002-03-04
AC01042,Ryanair,Boeing 777-300ER,2009-09-07
AC01043,Ryanair,Boeing 787-9 Dreamliner,2016-04-04
AC01044,Ryanair,Boeing 747-400,2022-02-07
AC01045,Ryanair,Boeing 777-300ER,2009-12-27
AC01046,Ryanair,Airbus A320-200,2012-08-16
AC01047,Ryanair,Boeing 787-9 Dreamliner,2008-03-06
AC01048,Ryanair,Airbus A350-900,2014-04-03
AC01049,Ryanair,Airbus A330-300,2004-05-29
AC01050,Ryanair,Airbus A330-300,2007-06-26
AC01051,Ryanair,Airbus A380-800,1999-01-10
AC01052,Ryanair,Airbus A380-800,2008-02-27
AC01053,Ryanair,Airbus A320-200,2021-12-28
AC01054,Ryanair,Boeing 747-400,2004-06-30
AC01055,Ryanair,Airbus A380-800,2016-12-13
AC01056,Ryanair,Boeing 737-800,2001-10-14
AC01057,Lufthansa,Boeing 737 MAX 8,2020-04-01
AC01058,Lufthansa,Boeing 747-400,2018-07-24
AC01059,Lufthansa,Airbus A220-300,1996-07-18
AC01060,Lufthansa,Boeing 747-400,2014-02-17
AC01061,Lufthansa,Boeing 747-400,2007-12-15
AC01062,Lufthansa,Boeing 737-800,2006-11-11
AC01063,Lufthansa,Boeing 787-9 Dreamliner,2000-12-28
AC01064,Lufthansa,Boeing 787-9 Dreamliner,2019-04-11
AC01065,Lufthansa,Airbus A320-200,2009-02-16
AC01066,Lufthansa,Airbus A320-200,1995-12-25
AC01067,Lufthansa,Airbus A220-300,2013-01-21
AC01068,Lufthansa,Airbus A220-300,2020-05-06
AC01069,Lufthansa,Boeing 737-800,2019-01-10
AC01070,Lufthansa,Boeing 777-300ER,2012-07-12
AC01071,Lufthansa,Boeing 777-300ER,2021-12-30
AC01072,Lufthansa,Boeing 737-800,2005-12-18
AC01073,Lufthansa,Airbus A320-200,2018-05-10
AC01074,Lufthansa,Boeing 737 MAX 8,2022-01-22
AC01075,Lufthansa,Boeing 737-800,2014-05-15
AC01076,Lufthansa,Boeing 737-800,2011-07-09
AC01077,Lufthansa,Airbus A350-900,2021-09-12
AC01078,Lufthansa,Boeing 787-9 Dreamliner,2004-09-25
AC01079,Lufthansa,Boeing 777-300ER,2001-09-26
AC01080,Lufthansa,Airbus A330-300,1997-05-03
AC01081,Lufthansa,Airbus A350-900,2021-01-03
AC01082,Lufthansa,Airbus A320-200,1995-02-13
AC01083,Lufthansa,Airbus A380-800,2006-12-09
AC01084,Lufthansa,Airbus A320-200,2022-06-17
AC01085,Lufthansa,Boeing 737-800,2005-09-07
AC01086,Lufthansa,Boeing 737 MAX 8,2005-03-16
AC01087,Lufthansa,Airbus A220-300,2000-04-27
AC01088,Lufthansa,Boeing 747-400,1998-03-25
AC01089,Lufthansa,Boeing 787-9 Dreamliner,2012-04-07
AC01090,Lufthansa,Boeing 747-400,2006-08-31
AC01091,Lufthansa,Airbus A350-900,2013-01-18
AC01092,Lufthansa,Airbus A220-300,2013-04-28
AC01093,Lufthansa,Boeing 777-300ER,1999-10-29
AC01094,Lufthansa,Boeing 737-800,2018-03-18
AC01095,Lufthansa,Airbus A220-300,2018-05-25
AC01096,Lufthansa,Airbus A350-900,2016-02-29
AC01097,Lufthansa,Airbus A350-900,2011-10-30
AC01098,Lufthansa,Boeing 787-9 Dreamliner,2004-05-04
AC01099,Lufthansa,Boeing 777-300ER,2022-02-13
AC01100,Lufthansa,Airbus A350-900,2020-11-20
AC01101,Lufthansa,Airbus A330-300,2011-11-07
AC01102,Lufthansa,Airbus A220-300,2000-03-29
AC01103,Lufthansa,Boeing 737-800,2007-06-19
AC01104,Lufthansa,Boeing 787-9 Dreamliner,2021-03-03
AC01105,Lufthansa,Airbus A380-800,2022-08-29
AC01106,Lufthansa,Boeing 777-300ER,2012-06-11
AC01107,Lufthansa,Boeing 787-9 Dreamliner,2014-01-30
AC01108,Lufthansa,Airbus A330-300,2022-01-27
AC01109,Lufthansa,Boeing 737 MAX 8,2009-08-16
AC01110,Lufthansa,Airbus A220-300,2014-05-19
AC01111,Lufthansa,Boeing 747-400,2004-03-03
AC01112,Lufthansa,Airbus A330-300,2010-07-20
AC01113,Lufthansa,Airbus A220-300,2003-07-13
AC01114,Lufthansa,Boeing 737-800,2004-09-13
AC01115,Lufthansa,Airbus A350-900,1998-11-13
AC01116,Lufthansa,Airbus A320-200,1995-02-06
AC01117,Lufthansa,Boeing 747-400,2021-06-17
AC01118,Lufthansa,Airbus A380-800,2012-01-12
AC01119,Lufthansa,Airbus A380-800,2010-03-09
AC01120,Lufthansa,Boeing 737 MAX 8,2005-01-09
AC01121,Lufthansa,Boeing 777-300ER,1999-06-23
AC01122,Lufthansa,Boeing 777-300ER,2000-06-24
AC01123,Lufthansa,Boeing 777-300ER,1995-12-23
AC01124,Lufthansa,Boeing 787-9 Dreamliner,2008-11-03
AC01125,Lufthansa,Boeing 777-300ER,2015-07-06
AC01126,Lufthansa,Boeing 737 MAX 8,2000-06-10
AC01127,Lufthansa,Boeing 787-9 Dreamliner,2012-01-20
AC01128,Lufthansa,Boeing 737-800,2017-11-08
AC01129,Lufthansa,Airbus A380-800,1998-05-19
AC01130,Lufthansa,Boeing 747-400,2022-03-21
AC01131,Lufthansa,Airbus A350-900,2019-12-10
AC01132,Lufthansa,Boeing 787-9 Dreamliner,2003-09-27
AC01133,Lufthansa,Airbus A350-900,2008-12-10
AC01134,Lufthansa,Boeing 787-9 Dreamliner,2002-01-18
AC01135,Lufthansa,Airbus A320-200,2007-01-03
AC01136,Lufthansa,Boeing 787-9 Dreamliner,2022-12-06
AC01137,Lufthansa,Airbus A320-200,2021-04-03
AC01138,Lufthansa,Boeing 747-400,2001-03-08
AC01139,Lufthansa,Airbus A380-800,2019-06-18
AC01140,Lufthansa,Airbus A380-800,2022-09-13
AC01141,Lufthansa,Airbus A220-300,2019-06-15
AC01142,Lufthansa,Boeing 777-300ER,2016-03-11
AC01143,Lufthansa,Boeing 737 MAX 8,2008-07-18
AC01144,Lufthansa,Boeing 747-400,2005-10-22
AC01145,Lufthansa,Boeing 787-9 Dreamliner,2011-04-27
AC01146,Lufthansa,Boeing 777-300ER,1996-12-19
AC01147,Lufthansa,Boeing 777-300ER,2011-09-18
AC01148,Lufthansa,Boeing 737 MAX 8,2014-08-31
AC01149,Lufthansa,Airbus A380-800,2016-06-08
AC01150,Lufthansa,Boeing 777-300ER,2006-01-04
AC01151,Lufthansa,Airbus A220-300,1996-12-26
AC01152,Lufthansa,Airbus A380-800,2012-02-26
AC01153,Lufthansa,Airbus A320-200,2004-05-15
AC01154,Lufthansa,Boeing 737-800,2018-12-31
AC01155,Lufthansa,Airbus A350-900,2002-01-07
AC01156,Lufthansa,Boeing 777-300ER,2010-02-09
AC01157,Lufthansa,Airbus A320-200,1996-01-28
AC01158,Lufthansa,Airbus A350-900,2015-10-23
AC01159,Lufthansa,Airbus A220-300,2022-12-02
AC01160,Lufthansa,Boeing 777-300ER,1996-03-16
AC01161,Lufthansa,Airbus A330-300,2001-11-01
AC01162,Lufthansa,Boeing 737-800,2001-04-26
AC01163,Lufthansa,Airbus A320-200,2019-04-13
AC01164,Lufthansa,Airbus A320-200,2002-01-18
AC01165,Lufthansa,Boeing 737-800,2005-06-02
AC01166,Lufthansa,Airbus A350-900,2019-09-27
AC01167,Lufthansa,Airbus A330-300,2020-06-01
AC01168,Lufthansa,Boeing 737-800,2001-12-09
AC01169,Lufthansa,Airbus A350-900,2015-05-03
AC01170,Lufthansa,Airbus A380-800,2018-07-28
AC01171,Lufthansa,Airbus A320-200,2016-04-08
AC01172,Lufthansa,Airbus A350-900,1997-06-29
AC01173,Lufthansa,Airbus A350-900,2020-01-31
AC01174,Lufthansa,Boeing 747-400,1999-04-08
AC01175,Lufthansa,Airbus A320-200,2011-02-08
AC01176,Lufthansa,Airbus A220-300,1996-12-03
AC01177,Lufthansa,Boeing 777-300ER,2003-09-02
AC01178,Lufthansa,Boeing 777-300ER,2015-01-16
AC01179,Lufthansa,Boeing 737-800,2012-06-04
AC01180,Lufthansa,Boeing 747-400,1999-12-24
AC01181,Lufthansa,Airbus A380-800,1997-06-02
AC01182,Lufthansa,Boeing 787-9 Dreamliner,1998-06-05
AC01183,Lufthansa,Airbus A350-900,2015-12-29
AC01184,Lufthansa,Boeing 747-400,2021-01-30
AC01185,Lufthansa,Airbus A330-300,2020-06-02
AC01186,Lufthansa,Airbus A220-300,1997-06-27
AC01187,Lufthansa,Boeing 787-9 Dreamliner,2005-08-29
AC01188,Lufthansa,Airbus A220-300,2019-03-24
AC01189,Lufthansa,Airbus A220-300,2011-07-15
AC01190,Lufthansa,Airbus A350-900,1996-10-26
AC01191,Lufthansa,Airbus A220-300,2008-07-15
AC01192,Lufthansa,Airbus A320-200,2022-09-01
AC01193,Lufthansa,Boeing 737-800,2000-09-24
AC01194,Lufthansa,Boeing 747-400,2003-06-04
AC01195,Lufthansa,Airbus A380-800,2010-02-08
AC01196,Lufthansa,Boeing 737 MAX 8,2003-07-23
AC01197,Lufthansa,Boeing 737-800,2016-05-23
AC01198,Lufthansa,Boeing 777-300ER,2009-10-05
AC01199,Lufthansa,Boeing 737-800,2007-02-04
AC01200,Lufthansa,Airbus A330-300,2016-08-26
AC01201,Lufthansa,Boeing 737-800,1999-01-30
AC01202,Lufthansa,Boeing 747-400,2007-06-24
AC01203,Lufthansa,Airbus A350-900,1998-10-16
AC01204,Lufthansa,Airbus A350-900,2022-07-20
AC01205,Lufthansa,Boeing 747-400,2015-12-06
AC01206,Lufthansa,Boeing 737 MAX 8,2013-08-02
AC01207,Lufthansa,Airbus A330-300,2003-09-27
AC01208,Lufthansa,Boeing 737-800,1998-07-28
AC01209,Lufthansa,Airbus A350-900,2012-05-05
AC01210,Lufthansa,Boeing 737-800,1997-04-22
AC01211,Lufthansa,Airbus A330-300,1997-10-03
AC01212,Lufthansa,Airbus A350-900,2021-07-07
AC01213,Lufthansa,Airbus A320-200,2005-01-02
AC01214,Lufthansa,Boeing 747-400,1999-09-12
AC01215,Lufthansa,Airbus A380-800,2017-10-08
AC01216,Lufthansa,Airbus A320-200,1999-12-25
AC01217,Lufthansa,Boeing 737-800,2006-06-06
AC01218,Lufthansa,Airbus A350-900,2016-12-13
AC01219,Lufthansa,Boeing 737-800,2010-03-30
AC01220,Lufthansa,Boeing 737 MAX 8,2006-07-06
AC01221,Lufthansa,Boeing 747-400,2004-10-17
AC01222,Lufthansa,Airbus A320-200,2009-07-26
AC01223,Lufthansa,Airbus A320-200,2022-12-25
AC01224,Lufthansa,Airbus A380-800,2009-07-17
AC01225,Lufthansa,Boeing 787-9 Dreamliner,2002-09-23
AC01226,Lufthansa,Airbus A380-800,2013-03-28
AC01227,Lufthansa,Boeing 747-400,2001-08-07
AC01228,Lufthansa,Airbus A320-200,2008-02-15
AC01229,Lufthansa,Airbus A350-900,2018-05-05
AC01230,Lufthansa,Boeing 777-300ER,2001-11-03
AC01231,Lufthansa,Airbus A350-900,2010-06-05
AC01232,Lufthansa,Boeing 787-9 Dreamliner,1998-08-14
AC01233,Lufthansa,Airbus A320-200,2011-04-24
AC01234,Lufthansa,Airbus A320-200,2016-10-19
AC01235,Lufthansa,Airbus A350-900,2002-02-26
AC01236,Lufthansa,Airbus A220-300,2018-04-13
AC01237,Lufthansa,Boeing 777-300ER,2006-07-21
AC01238,Lufthansa,Airbus A320-200,1995-09-21
AC01239,Lufthansa,Boeing 747-400,2018-07-13
AC01240,Lufthansa,Airbus A220-300,2022-02-24
AC01241,Lufthansa,Airbus A220-300,1999-03-22
AC01242,Lufthansa,Boeing 737-800,2014-01-08
AC01243,Lufthansa,Boeing 737-800,2000-06-08
AC01244,Lufthansa,Boeing 787-9 Dreamliner,2014-11-29
AC01245,Lufthansa,Airbus A220-300,1997-01-21
AC01246,Lufthansa,Airbus A220-300,2015-09-25
AC01247,Lufthansa,Boeing 747-400,1997-11-22
AC01248,Lufthansa,Boeing 787-9 Dreamliner,2012-05-08
AC01249,Lufthansa,Boeing 787-9 Dreamliner,2014-06-21
AC01250,Lufthansa,Airbus A380-800,2020-01-03
AC01251,Lufthansa,Airbus A320-200,2013-05-14
AC01252,Lufthansa,Airbus A220-300,2019-07-14
AC01253,Lufthansa,Boeing 747-400,2010-08-01
AC01254,Lufthansa,Airbus A220-300,2001-08-31
AC01255,Lufthansa,Airbus A350-900,2013-02-18
AC01256,Lufthansa,Boeing 747-400,2018-05-17
AC01257,Lufthansa,Boeing 777-300ER,2019-01-02
AC01258,Lufthansa,Boeing 777-300ER,2004-02-02
AC01259,Lufthansa,Boeing 747-400,2020-08-30
AC01260,Lufthansa,Boeing 787-9 Dreamliner,2013-10-22
AC01261,Lufthansa,Airbus A220-300,2015-12-22
AC01262,Lufthansa,Boeing 737 MAX 8,2017-08-19
AC01263,Lufthansa,Boeing 737 MAX 8,2004-09-15
AC01264,Lufthansa,Boeing 737 MAX 8,2018-01-02
AC01265,Lufthansa,Boeing 777-300ER,2012-06-16
AC01266,Lufthansa,Airbus A330-300,2000-12-03
AC01267,Lufthansa,Airbus A380-800,1995-11-25
AC01268,Lufthansa,Boeing 787-9 Dreamliner,2019-08-19
AC01269,Lufthansa,Airbus A350-900,2005-09-25
AC01270,Lufthansa,Boeing 777-300ER,2021-08-06
AC01271,Lufthansa,Airbus A380-800,2007-03-02
AC01272,Lufthansa,Boeing 747-400,1998-08-04
AC01273,Lufthansa,Boeing 737 MAX 8,2019-09-29
AC01274,Lufthansa,Boeing 777-300ER,2018-12-18
AC01275,Lufthansa,Airbus A330-300,2019-12-03
AC01276,Lufthansa,Airbus A320-200,2015-04-07
AC01277,Lufthansa,Boeing 777-300ER,2018-03-18
AC01278,Lufthansa,Airbus A380-800,2008-10-14
AC01279,Lufthansa,Boeing 777-300ER,2015-03-08
AC01280,Lufthansa,Airbus A330-300,1996-11-27
AC01281,Lufthansa,Airbus A350-900,2005-08-02
AC01282,Lufthansa,Boeing 777-300ER,2012-05-06
AC01283,Lufthansa,Boeing 777-300ER,2017-10-07
AC01284,Lufthansa,Boeing 777-300ER,2005-12-02
AC01285,Lufthansa,Airbus A220-300,1996-11-28
AC01286,Lufthansa,Boeing 737 MAX 8,1999-02-07
AC01287,Lufthansa,Boeing 787-9 Dreamliner,2001-06-13
AC01288,Lufthansa,Airbus A380-800,2004-08-23
AC01289,Lufthansa,Boeing 787-9 Dreamliner,2007-06-25
AC01290,Lufthansa,Boeing 777-300ER,2018-11-29
AC01291,Lufthansa,Boeing 737 MAX 8,2022-12-21
AC01292,Lufthansa,Airbus A350-900,2003-01-18
AC01293,Lufthansa,Boeing 777-300ER,2006-08-19
AC01294,Lufthansa,Boeing 737-800,1998-10-08
AC01295,Lufthansa,Boeing 737-800,2000-08-31
AC01296,Lufthansa,Airbus A380-800,2021-04-25
AC01297,Lufthansa,Boeing 737-800,1996-05-04
AC01298,Lufthansa,Airbus A350-900,2017-04-12
AC01299,Lufthansa,Boeing 747-400,1998-11-28
AC01300,Lufthansa,Boeing 737-800,2012-05-17
AC01301,Lufthansa,Boeing 737-800,2002-08-16
AC01302,Lufthansa,Airbus A350-900,2020-11-11
AC01303,Lufthansa,Boeing 747-400,2001-02-21
AC01304,Lufthansa,Boeing 777-300ER,2011-03-04
AC01305,Lufthansa,Airbus A220-300,2014-06-06
AC01306,Lufthansa,Boeing 737 MAX 8,2005-01-27
AC01307,Lufthansa,Airbus A220-300,1998-12-30
AC01308,Lufthansa,Boeing 747-400,2016-03-21
AC01309,Lufthansa,Boeing 737-800,2009-08-01
AC01310,Lufthansa,Airbus A320-200,2003-01-22
AC01311,Lufthansa,Boeing 747-400,2016-04-22
AC01312,Lufthansa,Airbus A220-300,2022-02-16
AC01313,Lufthansa,Airbus A320-200,2009-07-28
AC01314,Lufthansa,Airbus A320-200,2011-02-25
AC01315,Lufthansa,Airbus A220-300,2009-12-18
AC01316,Lufthansa,Boeing 777-300ER,2013-07-17
AC01317,Lufthansa,Boeing 747-400,2006-04-04
AC01318,Lufthansa,Airbus A380-800,2011-03-12
AC01319,Lufthansa,Airbus A350-900,2021-05-01
AC01320,Lufthansa,Boeing 747-400,1998-11-05
AC01321,Lufthansa,Boeing 737 MAX 8,2016-04-03
AC01322,Lufthansa,Boeing 737 MAX 8,2001-12-11
AC01323,Lufthansa,Boeing 737 MAX 8,2021-04-21
AC01324,Lufthansa,Airbus A320-200,2005-11-09
AC01325,Lufthansa,Boeing 737 MAX 8,1995-10-02
AC01326,Lufthansa,Boeing 737 MAX 8,2022-06-27
AC01327,Lufthansa,Airbus A350-900,1999-07-20
AC01328,Lufthansa,Boeing 777-300ER,2022-09-16
AC01329,Air France,Airbus A330-300,2002-12-19
AC01330,Air France,Airbus A380-800,2014-02-04
AC01331,Air France,Boeing 747-400,2016-05-06
AC01332,Air France,Airbus A330-300,1996-12-27
AC01333,Air France,Airbus A220-300,2002-05-02
AC01334,Air France,Boeing 787-9 Dreamliner,2014-12-29
AC01335,Air France,Airbus A320-200,2015-04-23
AC01336,Air France,Boeing 737-800,2019-02-20
AC01337,Air France,Boeing 747-400,1999-07-15
AC01338,Air France,Airbus A330-300,2021-11-08
AC01339,Air France,Boeing 737-800,2012-12-31
AC01340,Air France,Airbus A380-800,2020-05-01
AC01341,Air France,Airbus A350-900,2004-07-16
AC01342,Air France,Airbus A380-800,2011-02-17
AC01343,Air France,Boeing 737 MAX 8,2009-11-28
AC01344,Air France,Boeing 747-400,2016-01-14
AC01345,Air France,Airbus A350-900,2017-12-02
AC01346,Air France,Airbus A330-300,2000-06-07
AC01347,Air France,Boeing 747-400,2017-09-03
AC01348,Air France,Airbus A330-300,2005-04-25
AC01349,Air France,Airbus A350-900,1999-10-18
AC01350,Air France,Boeing 737-800,2007-07-02
AC01351,Air France,Boeing 787-9 Dreamliner,2021-07-19
AC01352,Air France,Airbus A380-800,2002-06-15
AC01353,Air France,Airbus A220-300,2019-06-17
AC01354,Air France,Boeing 747-400,1996-10-22
AC01355,Air France,Airbus A320-200,2009-06-17
AC01356,Air France,Boeing 737 MAX 8,2020-01-26
AC01357,Air France,Airbus A350-900,2003-11-23
AC01358,Air France,Airbus A380-800,2002-05-30
AC01359,Air France,Boeing 747-400,2021-04-16
AC01360,Air France,Boeing 737-800,2019-08-18
AC01361,Air France,Boeing 747-400,2008-09-06
AC01362,Air France,Airbus A330-300,2015-02-09
AC01363,Air France,Boeing 747-400,2001-02-22
AC01364,Air France,Boeing 747-400,1995-07-02
AC01365,Air France,Airbus A320-200,2019-09-01
AC01366,Air France,Boeing 777-300ER,2009-08-22
AC01367,Air France,Airbus A350-900,2012-06-19
AC01368,Air France,Airbus A380-800,1998-08-19
AC01369,Air France,Airbus A330-300,2013-09-24
AC01370,Air France,Airbus A220-300,1999-06-25
AC01371,Air France,Airbus A330-300,2001-03-07
AC01372,Air France,Boeing 737-800,2018-07-26
AC01373,Air France,Boeing 737 MAX 8,2010-06-13
AC01374,Air France,Boeing 737-800,1997-07-04
AC01375,Air France,Boeing 787-9 Dreamliner,2009-10-30
AC01376,Air France,Airbus A350-900,2008-04-03
AC01377,Air France,Airbus A220-300,2000-01-26
AC01378,Air France,Airbus A320-200,1996-02-17
AC01379,Air France,Boeing 737 MAX 8,2009-12-29
AC01380,Air France,Airbus A330-300,2009-10-22
AC01381,Air France,Airbus A320-200,2015-09-28
AC01382,Air France,Boeing 737 MAX 8,2014-12-02
AC01383,Air France,Boeing 747-400,1997-04-15
AC01384,Air France,Boeing 777-300ER,1997-12-12
AC01385,Air France,Boeing 787-9 Dreamliner,2010-11-27
AC01386,Air France,Boeing 777-300ER,2014-12-14
AC01387,Air France,Airbus A330-300,2000-08-14
AC01388,Air France,Boeing 777-300ER,2012-10-19
AC01389,Air France,Boeing 737-800,2015-01-18
AC01390,Air France,Airbus A350-900,2005-12-06
AC01391,Air France,Boeing 737 MAX 8,2004-05-08
AC01392,Air France,Airbus A330-300,2014-01-21
AC01393,Air France,Boeing 737 MAX 8,2008-09-17
AC01394,Air France,Boeing 787-9 Dreamliner,2003-08-26
AC01395,Air France,Boeing 787-9 Dreamliner,2005-03-06
AC01396,Air France,Airbus A350-900,2006-09-15
AC01397,Air France,Airbus A350-900,2007-09-30
AC01398,Air France,Boeing 747-400,2014-05-05
AC01399,Air France,Boeing 737 MAX 8,2014-05-12
AC01400,Air France,Boeing 777-300ER,2020-09-10
AC01401,Air France,Boeing 737 MAX 8,2009-04-23
